Renner	Prijs	Team	OML	KBK	SAM	STR	NOK	BKC	MSR	RVB	E3	IFF	DDV	RVV	SP	PR	RVL	BRP	AGT	WAP	LBL	Races	Specialiteit
MADOUAS Valentin	4	Groupama - FDJ United	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	5	Oneday
KRAGH ANDERSEN Søren	4	Lidl - Trek	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	4	TT
VALTER Attila	4	Bahrain - Victorious	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	Climber
BETTIOL Alberto	4	XDS Astana Team	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	3	Oneday
TURNER Ben	4	INEOS Grenadiers	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hills
KWIATKOWSKI Michał	4	INEOS Grenadiers	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oneday
TEUTENBERG Tim Torn	3	Lidl - Trek	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Sprint
VAN ASBROECK Tom	3	NSN Cycling Team	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	Oneday
STANNARD Robert	3	Bahrain - Victorious	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Hills
PEDERSEN Casper	3	Soudal - Quick Step	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oneday
WITHEN PHILIPSEN Albert	3	Lidl - Trek	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oneday
MEURISSE Xandro	3	Pinarello Q36.5 Pro Cycling Team	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
AFFINI Edoardo	3	Team Visma | Lease a Bike	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TT
HOELGAARD Markus	3	Uno-X Mobility	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oneday
BLOEM Joren	2	Unibet Rose Rockets	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	Sprint
KOPECKÝ Tomáš	2	Unibet Rose Rockets	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	TT
VAN SINTMAARTENSDIJK Roel	2	Lotto Intermarché	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GC
LAMBRECHT Michiel	2	Team Flanders - Baloise	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Sprint
DE POOTER Dries	2	Team Jayco AlUla	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hills
VAN DEN BERG Julius	2	Team Picnic PostNL	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Sprint
BONNET Thomas	2	TotalEnergies	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	GC
FELDMANN Karsten Larsen	2	Unibet Rose Rockets	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Hills
HEIDUK Kim	2	INEOS Grenadiers	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hills
SHMIDT Artem	2	INEOS Grenadiers	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hills
GRIGNARD Sébastien	2	Lotto Intermarché	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Oneday
DEWEIRDT Siebe	2	Team Flanders - Baloise	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oneday
LANHOVE Milan	2	Team Flanders - Baloise	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
VANHOOF Ward	2	Team Flanders - Baloise	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oneday
VERCOUILLIE Victor	2	Team Flanders - Baloise	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TT
BYSTRØM Sven Erik	2	Uno-X Mobility	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
REINDERINK Pepijn	2	Soudal - Quick Step	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hills
VERVENNE Jonathan	2	Soudal - Quick Step	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TT
POGAČAR Tadej	14	UAE Team Emirates - XRG	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	5	Climber
EVENEPOEL Remco	12	Red Bull - BORA - hansgrohe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	TT
VAN AERT Wout	11	Team Visma | Lease a Bike	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	5	Oneday
PEDERSEN Mads	10	Lidl - Trek	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	6	Oneday
MERLIER Tim	8	Soudal - Quick Step	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	4	Sprint
VINGEGAARD Jonas	8	Team Visma | Lease a Bike	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
HEALY Ben	7	EF Education - EasyPost	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	Oneday
SKJELMOSE Mattias	7	Lidl - Trek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	GC
GANNA Filippo	7	INEOS Grenadiers	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	TT
AYUSO Juan	7	Lidl - Trek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	Climber
DEL TORO Isaac	7	UAE Team Emirates - XRG	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	Oneday
ROGLIČ Primož	7	Red Bull - BORA - hansgrohe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
POWLESS Neilson	6	EF Education - EasyPost	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oneday
STUYVEN Jasper	6	Soudal - Quick Step	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	5	Oneday
MATTHEWS Michael	6	Team Jayco AlUla	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	6	Oneday
JORGENSON Matteo	6	Team Visma | Lease a Bike	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	5	GC
NYS Thibau	6	Lidl - Trek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	Hills
VAN GILS Maxim	6	Red Bull - BORA - hansgrohe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	Oneday
BENOOT Tiesj	6	Decathlon CMA CGM Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oneday
KOOIJ Olav	6	Decathlon CMA CGM Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sprint
CARAPAZ Richard	6	EF Education - EasyPost	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
LIPOWITZ Florian	6	Red Bull - BORA - hansgrohe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
ALMEIDA João	6	UAE Team Emirates - XRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
GRÉGOIRE Romain	5	Groupama - FDJ United	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	9	Hills
FRETIN Milan	5	Cofidis	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	5	Sprint
VAN EETVELT Lennert	5	Lotto Intermarché	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	4	Climber
CHRISTEN Jan	5	UAE Team Emirates - XRG	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	4	Oneday
COSNEFROY Benoît	5	UAE Team Emirates - XRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	4	Oneday
JOHANNESSEN Tobias Halland	5	Uno-X Mobility	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	Climber
SEIXAS Paul	5	Decathlon CMA CGM Team	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	Climber
CICCONE Giulio	5	Lidl - Trek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	Climber
HIRSCHI Marc	5	Tudor Pro Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	Oneday
SCARONI Christian	5	XDS Astana Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	Oneday
UIJTDEBROEKS Cian	5	Movistar Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	GC
MARTINEZ Lenny	5	Bahrain - Victorious	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Climber
PELLIZZARI Giulio	5	Red Bull - BORA - hansgrohe	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Climber
DEL GROSSO Tibor	5	Alpecin-Premier Tech	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hills
TIBERI Antonio	5	Bahrain - Victorious	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
BUITRAGO Santiago	5	Bahrain - Victorious	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
GALL Felix	5	Decathlon CMA CGM Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
ONLEY Oscar	5	INEOS Grenadiers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
VAUQUELIN Kévin	5	INEOS Grenadiers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
GEE-WEST Derek	5	Lidl - Trek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
HINDLEY Jai	5	Red Bull - BORA - hansgrohe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
O'CONNOR Ben	5	Team Jayco AlUla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
KUSS Sepp	5	Team Visma | Lease a Bike	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
STORER Michael	5	Tudor Pro Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
VINE Jay	5	UAE Team Emirates - XRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TT
YATES Adam	5	UAE Team Emirates - XRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
NARVÁEZ Jhonatan	5	UAE Team Emirates - XRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
HERMANS Quinten	4	Pinarello Q36.5 Pro Cycling Team	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	6	Hills
LAPEIRA Paul	4	Decathlon CMA CGM Team	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	5	Oneday
LAURANCE Axel	4	INEOS Grenadiers	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	5	Hills
VAN POPPEL Danny	4	Red Bull - BORA - hansgrohe	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	4	Sprint
TRATNIK Jan	4	Red Bull - BORA - hansgrohe	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	5	TT
SCHMID Mauro	4	Team Jayco AlUla	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	5	Hills
JAKOBSEN Fabio	4	Team Picnic PostNL	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	5	Sprint
ALAPHILIPPE Julian	4	Tudor Pro Cycling Team	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	5	Oneday
BILBAO Pello	4	Bahrain - Victorious	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	Climber
PARET-PEINTRE Aurélien	4	Decathlon CMA CGM Team	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	4	GC
MENTEN Milan	4	Lotto Intermarché	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	Oneday
TULETT Ben	4	Team Visma | Lease a Bike	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	GC
BARRÉ Louis	4	Team Visma | Lease a Bike	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	Oneday
THIJSSEN Gerben	4	Alpecin-Premier Tech	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	Sprint
ARANBURU Alex	4	Cofidis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	4	Oneday
COQUARD Bryan	4	Cofidis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	Sprint
WIDAR Jarno	4	Lotto Intermarché	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	Climber
VAN WILDER Ilan	4	Soudal - Quick Step	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	GC
SIVAKOV Pavel	4	UAE Team Emirates - XRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	GC
GODON Dorian	4	INEOS Grenadiers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	Hills
SIMMONS Quinn	4	Lidl - Trek	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	Hills
MARTÍNEZ Daniel Felipe	4	Red Bull - BORA - hansgrohe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	GC
MORGADO António	4	UAE Team Emirates - XRG	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	Oneday
CORT Magnus	4	Uno-X Mobility	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	Hills
CARUSO Damiano	4	Bahrain - Victorious	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	GC
BERNAL Egan	4	INEOS Grenadiers	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GC
ARENSMAN Thymen	4	INEOS Grenadiers	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GC
ROMEO Iván	4	Movistar Team	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	TT
GAVIRIA Fernando	4	Caja Rural - Seguros RGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
RICCITELLO Matthew	4	Decathlon CMA CGM Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
MIHKELS Madis	4	EF Education - EasyPost	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	6	Oneday
MARTIN Guillaume	4	Groupama - FDJ United	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
GAUDU David	4	Groupama - FDJ United	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
TARLING Joshua	4	INEOS Grenadiers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TT
RODRÍGUEZ Carlos	4	INEOS Grenadiers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
WELSFORD Sam	4	INEOS Grenadiers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sprint
GEOGHEGAN HART Tao	4	Lidl - Trek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
MAS Enric	4	Movistar Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
CASTRILLO Pablo	4	Movistar Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
RUBIO Einer	4	Movistar Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
STRONG Corbin	4	NSN Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hills
VERNON Ethan	4	NSN Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sprint
LUTSENKO Alexey	4	NSN Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
HARPER Chris	4	Pinarello Q36.5 Pro Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
DUNBAR Eddie	4	Pinarello Q36.5 Pro Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
BENNETT Sam	4	Pinarello Q36.5 Pro Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sprint
VLASOV Aleksandr	4	Red Bull - BORA - hansgrohe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
LANDA Mikel	4	Soudal - Quick Step	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
SCHACHMANN Maximilian	4	Soudal - Quick Step	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
DAINESE Alberto	4	Soudal - Quick Step	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Sprint
HAYTER Ethan	4	Soudal - Quick Step	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TT
PARET-PEINTRE Valentin	4	Soudal - Quick Step	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
VANSEVENANT Mauri	4	Soudal - Quick Step	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
PLAPP Luke	4	Team Jayco AlUla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TT
EEKHOFF Nils	4	Team Picnic PostNL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oneday
POOLE Max	4	Team Picnic PostNL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
VAN UDEN Casper	4	Team Picnic PostNL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Sprint
CAMPENAERTS Victor	4	Team Visma | Lease a Bike	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TT
JEGAT Jordan	4	TotalEnergies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
DE KLEIJN Arvid	4	Tudor Pro Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sprint
MCNULTY Brandon	4	UAE Team Emirates - XRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
SOLER Marc	4	UAE Team Emirates - XRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
LEKNESSUND Andreas	4	Uno-X Mobility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
TRÆEN Torstein	4	Uno-X Mobility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
FORTUNATO Lorenzo	4	XDS Astana Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
VELASCO Simone	4	XDS Astana Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oneday
ARTZ Huub	3	Lotto Intermarché	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	5	TT
LABROSSE Jordan	3	Decathlon CMA CGM Team	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	5	Hills
VALGREN Michael	3	EF Education - EasyPost	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	5	Oneday
NOVAK Domen	3	UAE Team Emirates - XRG	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	5	GC
VENTURINI Clément	3	Unibet Rose Rockets	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	5	Oneday
BUSATTO Francesco	3	Alpecin-Premier Tech	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	Oneday
COVI Alessandro	3	Team Jayco AlUla	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	Oneday
CHAMPOUSSIN Clément	3	XDS Astana Team	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	Climber
IZAGIRRE Ion	3	Cofidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	GC
BAUDIN Alex	3	EF Education - EasyPost	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	GC
COSTIOU Ewen	3	Groupama - FDJ United	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	GC
LANGELLOTTI Victor	3	INEOS Grenadiers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	GC
BLACKMORE Joseph	3	NSN Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	GC
SCHULTZ Nick	3	NSN Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	Climber
RACCAGNI NOVIERO Andrea	3	Soudal - Quick Step	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	Hills
BARGUIL Warren	3	Team Picnic PostNL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	Climber
BLIKRA Erlend	3	Uno-X Mobility	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	Sprint
ULISSI Diego	3	XDS Astana Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	GC
EULÁLIO Afonso	3	Bahrain - Victorious	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	Climber
GERMANI Lorenzo	3	Groupama - FDJ United	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	GC
MOLLEMA Bauke	3	Lidl - Trek	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	Climber
ZIMMERMANN Georg	3	Lotto Intermarché	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	Oneday
AERTS Toon	3	Lotto Intermarché	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	GC
LIEPIŅŠ Emīls	3	Pinarello Q36.5 Pro Cycling Team	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Sprint
ETXEBERRIA Haimar	3	Red Bull - BORA - hansgrohe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oneday
DELETTRE Alexandre	3	TotalEnergies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	Oneday
LAFAY Victor	3	Unibet Rose Rockets	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	GC
RIESEBEEK Oscar	3	Alpecin-Premier Tech	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oneday
DEHAIRS Simon	3	Alpecin-Premier Tech	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Sprint
MARCELLUSI Martin	3	Bardiani CSF 7 Saber	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Hills
THOMAS Benjamin	3	Cofidis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	TT
PRODHOMME Nicolas	3	Decathlon CMA CGM Team	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GC
RUTSCH Jonas	3	Lotto Intermarché	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Oneday
MILESI Lorenzo	3	Movistar Team	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	TT
KOGUT Oded	3	NSN Cycling Team	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Sprint
DUPONT Timothy	3	Tarteletto - Isorex	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Sprint
CONCA Filippo	3	Team Jayco AlUla	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Climber
TESSON Jason	3	TotalEnergies	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Sprint
ZIJLAARD Maikel	3	Tudor Pro Cycling Team	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TT
BARONCINI Filippo	3	UAE Team Emirates - XRG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Oneday
BJERG Mikkel	3	UAE Team Emirates - XRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TT
FEDOROV Yevgeniy	3	XDS Astana Team	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Oneday
PLOWRIGHT Jensen	3	Alpecin-Premier Tech	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sprint
UHLIG Henri	3	Alpecin-Premier Tech	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hills
DEBRUYNE Ramses	3	Alpecin-Premier Tech	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
REMIJN Senna	3	Alpecin-Premier Tech	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Oneday
VERSTRYNGE Emiel	3	Alpecin-Premier Tech	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
ZAMBANINI Edoardo	3	Bahrain - Victorious	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hills
OMRZEL Jakob	3	Bahrain - Victorious	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
ARNDT Nikias	3	Bahrain - Victorious	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hills
HERRADA Jesús	3	Burgos Burpellet BH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GC
BARCELÓ Fernando	3	Caja Rural - Seguros RGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
PRADES Eduard	3	Caja Rural - Seguros RGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Climber
